,name,latitude,longitude,city,country
1044,Auburn University Regional Airport,32.614586,-85.432686,Auburn,United States
1045,Aurillac – Tronquières Airport,44.897808,2.420643,Aurillac,France
1047,Anshun Huangguoshu Airport,26.254,105.876465,Anshun,China
1048,Club Makokola Airport,-14.306386,35.129284,Nkopola,Malawi
1049,Mohammed V International Airport,33.371754,-7.587027,Nouaceur,Morocco
1051,Colmar - Houssen Airport,48.109383,7.3625865,Colmar,France
1053,Ignacio Agramonte International Airport,21.424728,-77.84515,Camagüey,Cuba
1055,Bright Airport,-36.71869,146.8898,Buckland,Australia
1057,Rajmata Vijaya Raje Scindia Airport (Gwalior Airport),26.2855,78.21717,Gwalior,India
1058,Greenwood–Leflore Airport,33.493282,-90.086685,Greenwood,United States
1062,Albert Whitted Airport,27.764708,-82.63336,Saint Petersburg,United States
1063,Waldronaire Airport (FAA: 90WA),48.711086,-123.01778,Eastsound,United States
1065,Algona Municipal Airport (FAA: AXA),43.08059,-94.27281,Algona,United States
1066,Göteborg Landvetter Airport,57.6688,12.292314,Landvetter,Sweden
1068,Yampa Valley Airport,40.481403,-107.21661,Hayden,United States
1069,Hat Yai International Airport,6.936216,100.39372,Khlong La,Thailand
1070,Wabush Airport,52.926575,-66.87328,Wabush,Canada
1072,Heraklion International Airport (Nikos Kazantzakis Airport),35.33958,25.174747,Heraklion,Greece
1073,Hyvinkää Airfield,60.6544,24.881239,Hyvinkää,Finland
1074,Merville–Calonne Airport,50.627842,2.6466963,Merville,France
1075,Muscatine Municipal Airport,41.36267,-91.14635,Muscatine,United States
1076,Multan International Airport,30.19616,71.42382,Multan,Pakistan
1077,Musoma Airport,-1.4971094,33.800552,Musoma,Tanzania
1078,West Memphis Municipal Airport,35.13542,-90.23288,West Memphis,United States
1079,El Edén International Airport,4.4528823,-75.7663,Armenia,Colombia
1080,Alexandria Municipal Airport (Chandler Field),45.865578,-95.39471,Alexandria,United States
1081,Spring Point Airport,22.442047,-73.97066,Spring Point Settlement,The Bahamas
1082,Neil Armstrong Airport,40.49556,-84.30179,New Knoxville,United States
1084,Coronel FAP Alfredo Mendívil Duarte Airport,-13.15359,-74.20623,Ayacucho,Peru
1085,Bata Airport,1.9001143,9.80273,"Bata, Litoral",Equatorial Guinea
1087,Claremont Municipal Airport,43.37097,-72.368225,Claremont,United States
1088,Changhai Airport,39.267895,122.670006,Dalian,China
1089,Blosser Municipal Airport,39.549168,-97.65222,Concordia,United States
1090,Carrasco Gral. Cesáreo L. Berisso International Airport,-34.83682,-56.016518,Ciudad de la Costa,Uruguay
1091,Mount Vernon Airport,38.321934,-88.85349,Mount Vernon,United States
1092,Manila Municipal Airport,35.889267,-90.15633,Manila,United States
1094,Monticello Airport (FAA: U43),37.872883,-109.34123,Monticello,United States
1095,Laurinburg–Maxton Airport (FAA: MEB),34.786716,-79.36217,Maxton,United States
1096,Marlboro Airport (FAA: 9B1),42.34384,-71.51166,Marlborough,United States
1100,Douala International Airport,4.0134387,9.717008,Douala,Cameroon
1101,Misima Island Airport,-10.310449,150.33391,Gurney,Papua New Guinea
1102,Munda Airport,-8.326944,157.26306,Munda,Solomon Islands
1103,Uytash Airport,42.821064,47.655544,Махачкала,Russia
1104,Sunshine Coast Airport,-26.603842,153.08997,Marcoola,Australia
1109,Katima Mulilo Airport (Mpacha Airport),-17.631256,24.17812,Katima Mulilo,Namibia
1111,Mati Airport (Imelda R. Marcos Airport),6.950245,126.27249,Mati,Philippines
1112,Minna Airport,9.660273,6.4662614,Minna,Nigeria
1113,Megève Altiport,45.81977,6.6510925,Megève,France
1114,Masvingo Airport,-20.061293,30.860575,Masvingo,Zimbabwe
1115,Monticello Regional Airport,42.220364,-91.1633,Monticello,United States
1117,Tuscola Area Airport (FAA: CFS),43.457626,-83.44775,Caro,United States
1118,South Andros Airport (Congo Town Airport),24.156574,-77.58376,Congo Town,The Bahamas
1120,San Luis Río Colorado Airport,32.45163,-114.80457,San Luis Río Colorado,Mexico
1121,Suai Airport,-8.54956,125.52487,Díli,Timor-Leste
1124,Maharana Pratap Airport,24.61901,73.890816,Udaipur,India
1125,Batesville Regional Airport,35.724934,-91.65022,Batesville,United States
1126,Beverly Municipal Airport,42.58442,-70.91528,Beverly,United States
1128,Bowling Green-Warren County Regional Airport,36.962505,-86.426926,Bowling Green,United States
1129,RMAF Butterworth,5.465369,100.39122,Butterworth,Malaysia
1130,Baltimore/Washington International Thurgood Marshall Airport,39.177402,-76.668396,Baltimore,United States
1131,Bol Airport (Brač Airport),43.285843,16.678967,Supetar,Croatia
1133,Dundo Airport,-7.400486,20.81863,Dundo,Angola
1134,Bouarfa Airport,32.51466,-1.9820361,Bouarfa,Morocco
1136,Nuiqsut Airport (FAA: AQT),70.209724,-151.00555,Nuiqsut,United States
1137,Nowata Airport,36.72063,-95.62331,Nowata,United States
1138,Boolgeeda Airport,-22.539936,117.27515,Rocklea,Australia
1139,Nantong Xingdong Airport,32.070835,120.975555,Nantong,China
1141,Nadym Airport,65.479965,72.69239,городок Аэропорт,Russia
1142,Orpheus Island Resort Waterport,-18.601131,146.49042,Palm Island,Australia
1143,Ugashik Airport (FAA: 9A8),57.524967,-157.38885,Pilot Point,United States
1144,Mussau Island Airport,-2.060708,147.42572,Momote,Papua New Guinea
1145,Mostépha Ben Boulaid Airport,35.757286,6.309525,Lazrou,Algeria
1147,Comandante Gustavo Kraemer Airport,-31.389591,-54.11207,Bagé,Brazil
1148,Bakouma Airport,5.694333,22.80031,Bakouma,Central African Republic
1149,Il Caravaggio International Airport (Orio al Serio Airport),45.66957,9.703631,Orio al Serio,Italy
1150,Mokhotlong Airport,-29.282562,29.071812,Mokhotlong,Lesotho
1152,Kavieng Airport,-2.5786076,150.80643,Kavieng,Papua New Guinea
1154,Nyurba Airport,63.295597,118.35433,Нюрба,Russia
1157,Waukesha County Airport (Crites Field),43.038857,-88.2376,Waukesha,United States
1158,Naypyidaw Airport,19.615017,96.21302,(Yelegwe),Myanmar (Burma)
1159,Quetta International Airport,30.249073,66.94882,Quetta,Pakistan
1160,Oostmalle Airfield,51.265892,4.7559366,Malle,Belgium
1161,Oban Airport (North Connel Airport),56.465652,-5.3976727,North Connel,United Kingdom
1162,Tokachi–Obihiro Airport,42.73221,143.21288,Obihiro,Japan
1163,Obo Airport,42.73221,143.21288,Obihiro,Japan
1164,Ufa International Airport,54.565125,55.884174,Bulgakovo,Russia
1165,Corisco International Airport,0.456963,9.409852,Libreville,Gabon
1166,Urgench International Airport,41.583885,60.642433,Urgench,Uzbekistan
1169,Ukiah Municipal Airport,39.127666,-123.20136,Ukiah,United States
1170,Oskemen Airport (Ust-Kamenogorsk Airport),50.026127,82.506096,Ust'-Kamenogorsk,Kazakhstan
1171,Brewarrina Airport,-29.971945,146.81416,Brewarrina,Australia
1172,Offutt Air Force Base,41.12427,-95.91456,Offutt Air Force Base,United States
1173,Kahului Airport,20.896791,-156.43294,Kahului,United States
1174,Bankstown Airport,-33.92459,150.99767,Bankstown,Australia
1176,Yonaguni Airport,24.465317,122.980064,Yonaguni-chō,Japan
1177,Sevastopol International Airport,45.019108,33.997295,Aeroflots'kyi,Ukraine
1179,Bongor Airport,44.806927,-68.82327,Bangor,United States
1181,Herendeen Bay Airport (FAA: AK33),55.801395,-160.89926,Herendeen Bay,United States
1182,Ogdensburg International Airport,44.682095,-75.47683,Ogdensburg,United States
1184,Osan Air Base,37.086216,127.039185,Pyeongtaek,South Korea
1185,Leoš Janáček Airport Ostrava,49.69696,18.116503,Mošnov,Czechia
1186,Osh Airport,40.608334,72.793335,Osh,Kyrgyzstan
1187,Ostend–Bruges International Airport,51.204193,2.8698127,Oostende,Belgium
1188,Ohio State University Airport,40.07746,-83.07347,Columbus,United States
1189,Hluhluwe Airport,-28.014719,32.27583,Hluhluwe,South Africa
1190,Houari Boumediene Airport,36.697525,3.2067833,"Dar El Beida, Algiers",Algeria
1191,Boende Airport,-0.2879178,20.880333,Boende,Democratic Republic of the Congo
1193,Antsirabato Airport,-14.998869,50.320316,Antalaha,Madagascar
1195,Antwerp International Airport,51.188747,4.4608736,Antwerpen,Belgium
1197,Billings Logan International Airport,45.80351,-108.53791,Billings,United States
1198,Bamyan Airport,34.812862,67.828125,Bamyan,Afghanistan
1199,Bilbao Airport,43.302494,-2.911116,Loiu,Spain
1200,Bismarck Municipal Airport,46.77519,-100.75725,Bismarck,United States
1202,Bojnord Airport,37.489807,57.307716,Bojnurd,Iran
1203,Kikwit Airport,-5.038035,18.784414,Kikwit,Democratic Republic of the Congo
1204,Carlos Manuel de Céspedes Airport,20.395947,-76.619606,Bayamo,Cuba
1205,Bayankhongor Airport,46.165314,100.70354,Bayankhongor,Mongolia
1206,Ust-Kut Airport,56.857296,105.71612,Ust'-Kut,Russia
1208,Lensk Airport,60.722443,114.831505,"Ленский улус, Ленск",Russia
1209,New Ulm Municipal Airport,44.319443,-94.50222,New Ulm,United States
1217,Uray Airport,60.11705,64.82382,Uray,Russia
1219,Beira Lake Seaplane Base,6.907425,79.91266,Sri Jayawardenepura Kotte,Sri Lanka
1220,Benton Field,40.5742,-122.40714,Redding,United States
1221,Ouagadougou Airport,12.356569,-1.5135413,Ouagadougou,Burkina Faso
1222,Bryansk International Airport,53.213497,34.18273,Oktyabr'skoye,Russia
1223,Ouésso Airport,1.6091038,16.039772,Ouesso,Republic of the Congo
1224,Béziers Cap d'Agde Airport,43.322514,3.355438,Portiragnes,France
1225,Oudtshoorn Airport,-33.60361,22.18639,Oudtshoorn,South Africa
1227,Surat Thani Airport,9.134296,99.14288,Hua Toei,Thailand
1230,Bekily Airport,-24.236082,45.304665,Bekily,Madagascar
1231,Asturias Airport (Oviedo Airport),43.56238,-6.033498,Santiago del Monte,Spain
1232,Olavarría Airport,-36.893158,-60.21919,Olavarría,Argentina
1233,Paderborn Lippstadt Airport,51.613194,8.617736,Büren,Germany
1234,Skive Airport,56.55353,9.164274,Højslev,Denmark
1235,Rumginae Airport,-5.8970685,141.27173,Rumginae,Papua New Guinea
1237,Paine Field (Snohomish County Airport),47.907578,-122.28085,Everett,United States
1238,Pagadian Airport,7.8305397,123.46239,Pagadian City,Philippines
1240,Barkley Regional Airport,37.061245,-88.76751,West Paducah,United States
1242,Pattani Airport,6.7860346,101.15174,Bo Thong,Thailand
1243,Palo Alto Airport (Santa Clara County Airport),37.45501,-122.110794,Palo Alto,United States
1244,Toussaint L'Ouverture International Airport,18.575655,-72.29489,Port-au-Prince,Haiti
1245,Matecaña International Airport,4.81521,-75.73631,Pereira,Colombia
1246,Raleigh County Memorial Airport,37.791668,-81.12345,Beaver,United States
1247,Placencia Airport,16.537516,-88.361565,Placencia,Belize
1248,Yaoundé Nsimalen International Airport,3.7149162,11.547693,Yaounde,Cameroon
1250,Pune Airport,18.579344,73.90892,Pune,India
1251,Mercedita Airport,18.009071,-66.56258,Ponce,Puerto Rico
1252,Pittsfield Municipal Airport,42.425343,-73.29078,Pittsfield,United States
1253,General José Antonio Anzoátegui International Airport,10.104063,-64.6822,Barcelona,Venezuela
1254,Gurayat Domestic Airport,31.409966,37.2752,Al Qurayyat,Saudi Arabia
1255,New River Valley Airport,37.13842,-80.68123,Dublin,United States
1257,Palm Springs International Airport,33.83032,-116.50705,Palm Springs,United States
1258,Abruzzo Airport,42.430027,14.188132,Pescara,Italy
1259,In Guezzam Airport,19.563534,5.751027,In Guezzam,Algeria
1260,Brno–Tuřany Airport,49.152233,16.693352,Brno,Czechia
1263,Naval Air Facility Atsugi,35.458183,139.44789,Ayase,Japan
1264,Venice Marco Polo Airport,45.506313,12.34752,Venezia,Italy
1266,Namtu Airport,22.978498,97.75242,Lashio,Myanmar (Burma)
1267,Kenitra Air Base,34.29861,-6.594722,Kenitra,Morocco
1269,Nanjing Lukou International Airport,31.73359,118.871445,Nanjing Shi,China
1270,Nagoya Airfield (Komaki Airport),35.2539,136.91974,豊山町,Japan
1272,Quetzalcóatl International Airport,27.449276,-99.56896,Nuevo Laredo,Mexico
1274,Jerry Tyler Memorial Airport (FAA: 3TR),41.840687,-86.22575,Niles,United States
1279,Brainerd Lakes Regional Airport,46.393047,-94.141266,Brainerd,United States
1280,Bremen Airport,53.04797,8.785873,Bremen,Germany
1281,Jacinto Lara International Airport,10.046086,-69.35981,Barquisimeto,Venezuela
1282,Norfolk Island Airport,-29.035355,167.94319,Burnt Pine,Norfolk Island
1283,Bern Airport,46.912224,7.499167,Belp,Switzerland
1284,Brussels Airport (Zaventem Airport),50.900997,4.4855742,Zaventem,Belgium
1285,Kneeland Airport (FAA: O19),40.7193,-123.92755,Kneeland,United States
1286,Baoshan Yunduan Airport,25.051563,99.165794,Baoshan,China
1288,N'Dolo Airport,-4.327222,15.325833,Kinshasa,Democratic Republic of the Congo
1289,Nelspruit Airport,-25.50065,30.913607,Nelspruit,South Africa
1290,Xinyuan Nalati Airport,43.433056,83.38028,Ili,China
1292,Manja Airport,-21.426426,44.31715,Manja,Madagascar
1293,Mykolaiv International Airport,47.05665,31.9181,Balovne,Ukraine
1295,Nan Nakhon Airport,18.802912,100.78496,เมือง,Thailand
1300,Marin County Airport (Gnoss Field) (FAA: DVO),38.14185,-122.55686,Novato,United States
1301,La Tontouta International Airport,-22.015373,166.21342,La Tontouta,New Caledonia
1302,Albano Machado Airport,-12.803149,15.749518,Huambo,Angola
1304,Nephi Municipal Airport (FAA: U14),39.73829,-111.86701,Nephi,United States
1306,New Plymouth Airport,-39.009815,174.17888,New Plymouth,New Zealand
1309,Virginia Airport,37.50658,-77.32081,Richmond,United States
1310,Narrandera Airport,-34.70424,146.51207,Narrandera,Australia
1311,NAS Whiting Field – North,30.714333,-87.01789,Milton,United States
1312,Noshahr Airport,36.660187,51.46917,Nowshahr,Iran
1313,Noosa Airport,-26.603842,153.08997,Marcoola,Australia
1314,Nelson Airport,-41.299698,173.2248,Nelson,New Zealand
1316,Budapest Ferenc Liszt International Airport,47.438457,19.252296,Budapest,Hungary
1318,Naval Air Station Sigonella,37.408962,14.911271,Lentini,Italy
1319,Buffalo Niagara International Airport,42.939705,-78.72951,Buffalo,United States
1322,Rovaniemi Airport,66.5631,25.830078,Rovaniemi,Finland
1323,Ravensthorpe Airport,-33.79683,120.209435,Hopetoun,Australia
1324,Pres. Gral. Óscar D. Gestido International Airport,-30.974445,-55.476665,Rivera,Uruguay
1325,Rzeszów–Jasionka Airport,50.114826,22.024597,Jasionka,Poland
1326,Ramsar International Airport,36.904915,50.682606,Ramsar,Iran
1327,Decatur Airport,39.834724,-88.866394,Decatur,United States
1328,Jolly Grant Airport,30.194925,78.19205,Dehradun,India
1331,Port-Menier Airport,49.836575,-64.29117,Port-Menier,Canada
1332,Decorah Municipal Airport,43.275677,-91.73642,Decorah,United States
1333,Indira Gandhi International Airport,28.556162,77.09996,New Delhi,India
1334,Fort Chipewyan Airport,58.76766,-111.116936,Fort Chipewyan,Canada
1335,Denver International Airport,39.8561,-104.67374,Denver,United States
1339,Defiance Memorial Airport,41.3375,-84.42889,Defiance,United States
1340,Dallas/Fort Worth International Airport,32.89981,-97.04034,DFW Airport,United States
1341,Naval Surface Warfare Center Dahlgren Division (FAA: NDY),38.326836,-77.03744,Dahlgren,United States
1342,General Guadalupe Victoria International Airport,24.126003,-104.5339,Durango,Mexico
1343,Daugavpils International Airport,55.944946,26.667326,Lociki,Latvia
1345,Converse County Airport,42.79465,-105.384186,Douglas,United States
1347,Dhangadhi Airport,28.755316,80.58257,Attariya,Nepal
1352,Shively Field,41.44486,-106.823524,Saratoga,United States
1353,Shirdi Airport,19.689978,74.37544,Kakadi,India
1354,San Antonio International Airport,29.531197,-98.468346,San Antonio,United States
1356,Bobo Dioulasso Airport,11.160496,-4.329764,Bobo-Dioulasso,Burkina Faso
1357,Santa Barbara Municipal Airport,34.427193,-119.83988,Santa Barbara,United States
1358,Scottsdale Airport (FAA: SDL),33.647293,-111.89705,Scottsdale,United States
1359,Saarbrücken Airport,49.216484,7.1116257,Saarbrücken,Germany
1360,Santiago de Compostela Airport,42.896717,-8.416198,Santiago de Compostela,Spain
1363,Antonio Maceo International Airport,19.97,-75.835556,Santiago de Cuba,Cuba
1364,Suceava International Airport (Ștefan cel Mare Int'l),47.6868,26.352686,Orașul Salcea,Romania
1365,Northwest Regional Airport,33.04966,-97.23226,Roanoke,United States
1366,Gaggal Airport,32.165157,76.26255,Gaggal,India
1368,Dothan Regional Airport,31.321655,-85.45243,Midland City,United States
1369,Las Américas International Airport,18.431953,-69.6721,Santo Domingo,Dominican Republic
1371,Dalhart Municipal Airport,36.020798,-102.54988,Dalhart,United States
1372,Dibrugarh Airport (Mohanbari Airport),27.485765,95.01594,Dibrugarh,India
1373,Arrachart Airport,-12.351111,49.294167,Antisiranana,Madagascar
1374,Wrigley Airport,63.210953,-123.44007,Wrigley,Canada
1375,Fort St. John Airport (North Peace Airport),56.245636,-120.735146,Fort Saint John,Canada
1376,Diqing Shangri-La Airport,27.793146,99.68186,Diqing Zangzuzizhizhou,China
1377,Dijon Air Base,47.272694,5.0861135,Ouges,France
1378,Dickinson Theodore Roosevelt Regional Airport,46.801666,-102.792885,Dickinson,United States
1379,Presidente Nicolau Lobato International Airport,-8.54956,125.52487,Díli,Timor-Leste
1381,Dien Bien Phu Airport,21.400822,103.00595,Thành phố Điện Biên Phủ,Vietnam
1383,Dolisie Airport,-4.2066555,12.660199,Dolisie,Republic of the Congo
1384,Diu Airport,20.71332,70.925,Diu,India
1388,Chautauqua County/Dunkirk Airport,42.49269,-79.27849,Dunkirk,United States
1390,Taraz Airport (Jambyl Airport),42.866356,71.29338,Taraz,Kazakhstan
1393,Fond-du-Lac Airport,59.335125,-107.18445,Fond-du-Lac,Canada
1395,Borkum Airfield,53.595795,6.711302,Borkum,Germany
1396,Santander Airport,43.42632,-3.821053,Maliaño,Spain
1397,Bitam Airport,2.0789185,11.490356,Bitam,Gabon
1401,Seattle–Tacoma International Airport,47.45025,-122.308815,Seattle,United States
1402,CFB Greenwood,44.978336,-64.92149,Greenwood,Canada
1404,London Southend Airport,51.570034,0.6939053,Essex,United Kingdom
1406,Siuna Airport,13.72849,-84.777245,Siuna,Nicaragua
1407,Seinäjoki Airport,62.690495,22.83583,Pojanluoma,Finland
1408,Robert L. Bradshaw International Airport,17.311506,-62.718426,Basseterre,Saint Kitts and Nevis
1409,Samarkand International Airport,39.69633,66.99087,Samarkand,Uzbekistan
1411,Mifflin County Airport (FAA: RVL),40.677284,-77.626175,Reedsville,United States
1416,Léopold Sédar Senghor International Airport,14.744207,-17.491457,Dakar,Senegal
1417,Santo-Pekoa International Airport,-15.505412,167.21968,Luganville,Vanuatu
1419,Federico Fellini International Airport,44.020145,12.611991,"Miramare, Rimini",Italy
1421,Roanne Renaison Airport,46.052727,4.004058,Saint-Léger-sur-Roanne,France
1422,Dole–Jura Airport,47.04369,5.424575,Tavaux,France
1423,Laughlin Air Force Base,29.356558,-100.78308,Laughlin Air Force Base,United States
1424,Duluth International Airport,46.84211,-92.18754,Duluth,United States
1425,Rangely Airport (FAA: 4V0),40.089497,-108.768036,Rangely,United States
1426,Bornholm Airport,55.062874,14.761109,Rønne,Denmark
1427,Reno–Tahoe International Airport,39.49959,-119.7681,Reno,United States
1429,University Park Airport (FAA: UNV),40.849987,-77.84869,State College,United States
1430,Dillon County Airport (FAA: DLC),34.44838,-79.37208,Dillon,United States
